case,draw,strength,passed,failed,gate 1,gate 2,gate 3,gate 4,gate 5,gate 6,gate 7,Sharpe,alpha,costs a year,appraisal ratio,effective trials,DSR,neighbours holding the base,DSR against 10,DSR against 30,DSR against 100
planted 0.8,68,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.75046,0.038187,0.011282,0.70034,1,0.99913,0,0.94076,0.85635,0.72853
late slow timing,68,0.0,False,2,True,False,False,False,False,False,True,0.50928,-0.079964,0.0050656,-0.32906,2,0.066553,1,,,
rotation,68,0.0,False,2,True,False,False,False,False,False,True,0.67756,-0.0019638,0.0025352,-0.068654,2,0.22389,0,,,
binary rotation,68,0.0,False,2,True,False,False,False,False,False,True,0.53176,-0.026967,0.0037549,-0.65957,2,0.0025202,0,,,
top sector,68,0.0,False,2,True,False,False,False,False,False,True,0.46369,-0.017833,0.0040366,-0.13966,2,0.15327,1,,,
near benchmark,68,0.0,False,2,True,False,False,False,False,True,True,0.67319,-0.0047122,0.0011506,-0.38054,2,0.031416,0,,,
timing,69,0.0,False,2,True,False,False,False,False,False,True,0.39982,-0.022468,0.011541,-0.39602,1,0.036684,0,,,
slow timing,69,0.0,False,2,True,False,False,False,False,False,True,0.46489,-0.016885,0.0024498,-0.33511,1,0.079068,0,,,
selection,69,0.0,False,2,True,False,True,False,False,True,False,0.54534,0.0039329,0.011232,0.067639,10,0.10257,0,,,
slow selection,69,0.0,False,4,True,True,True,False,False,False,True,0.65285,0.019067,0.0024595,0.38831,10,0.49538,0,,,
planted 0.5,69,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.71848,0.033749,0.011332,0.58204,1,0.99618,0,0.86342,0.72509,0.55636
planted 0.8,69,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.76492,0.040205,0.011368,0.72087,1,0.99929,0,0.94816,0.87125,0.75132
late slow timing,69,0.0,False,2,True,False,False,False,False,False,True,0.84828,0.023942,0.0030617,0.10903,1,0.61244,0,,,
rotation,69,0.0,False,2,True,False,False,False,False,False,True,0.67169,-0.0029233,0.0026773,-0.09957,2,0.19292,0,,,
binary rotation,69,0.0,False,2,True,False,False,False,False,False,False,0.63343,-0.0082834,0.0038614,-0.19767,2,0.11721,0,,,
top sector,69,0.0,False,3,True,True,False,False,False,False,True,0.7285,0.026916,0.0045084,0.25534,2,0.64114,0,,,
near benchmark,69,0.0,False,3,True,True,False,False,False,True,True,0.70745,0.00097603,0.0011274,0.078521,2,0.41024,0,,,
timing,70,0.0,False,2,True,False,False,False,False,False,True,0.35043,-0.028813,0.011357,-0.47736,1,0.011448,0,,,
slow timing,70,0.0,False,2,True,False,False,False,False,False,True,0.49103,-0.011518,0.0022111,-0.2683,1,0.12939,0,,,
selection,70,0.0,False,2,True,False,False,False,False,False,True,0.54677,0.003078,0.011341,0.057665,10,0.092369,0,,,
slow selection,70,0.0,False,4,True,True,True,False,False,True,True,0.66917,0.021624,0.0024933,0.43418,10,0.3456,0,,,
planted 0.5,70,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.81322,0.04967,0.011529,0.84999,1,0.99988,0,0.97808,0.93518,0.85477
planted 0.8,70,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.77043,0.044182,0.011264,0.80103,1,0.9998,0,0.96429,0.90421,0.80247
late slow timing,70,0.0,False,2,True,False,False,False,False,False,True,0.31958,-0.12517,0.0038584,-0.62425,2,0.0054858,0,,,
rotation,70,0.0,False,2,True,False,False,False,False,False,True,0.671,-0.0034522,0.002356,-0.13065,2,0.17259,0,,,
binary rotation,70,0.0,False,3,True,True,False,False,False,False,True,0.7063,0.005317,0.0035815,0.12166,2,0.45246,0,,,
top sector,70,0.0,False,2,True,False,False,False,False,False,True,0.57326,0.007795,0.0050474,0.063175,1,0.58732,0,,,
near benchmark,70,0.0,False,2,True,False,False,False,False,True,True,0.6742,-0.0045604,0.0010295,-0.36969,2,0.039775,0,,,
timing,71,0.0,False,2,True,False,False,False,False,False,True,0.34158,-0.034193,0.011131,-0.61537,1,0.0020492,0,,,
slow timing,71,0.0,False,2,True,False,False,False,False,False,True,0.45839,-0.017658,0.0023803,-0.36236,1,0.05564,0,,,
selection,71,0.0,False,2,True,False,True,False,False,True,True,0.58238,0.0099537,0.011099,0.17481,10,0.20329,0,,,
slow selection,71,0.0,False,3,True,True,False,False,False,False,True,0.60184,0.0096041,0.0025021,0.19605,10,0.19378,0,,,
planted 0.5,71,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.7031,0.029964,0.010998,0.53445,1,0.99128,0,0.78939,0.62018,0.44005
planted 0.8,71,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.82022,0.05309,0.011084,0.97663,1,0.99998,0,0.98939,0.96484,0.91261
late slow timing,71,0.0,False,1,False,False,False,False,False,False,True,0.46468,-0.1073,0.0039021,-0.37202,2,0.057748,0,,,
rotation,71,0.0,False,3,True,True,False,False,False,False,True,0.70415,0.0026821,0.0025542,0.096847,2,0.42682,0,,,
binary rotation,71,0.0,False,3,True,True,False,False,False,False,True,0.7048,0.0045857,0.0039642,0.11217,2,0.44883,0,,,
top sector,71,0.0,False,2,True,False,False,False,False,False,True,0.60904,0.005359,0.0039501,0.056772,2,0.37634,0,,,
near benchmark,71,0.0,False,2,True,False,False,False,False,True,True,0.68469,-0.0026979,0.0010911,-0.19454,2,0.11983,0,,,
timing,72,0.0,False,2,True,False,False,False,False,False,True,0.3832,-0.024208,0.010982,-0.37766,1,0.057571,0,,,
slow timing,72,0.0,False,2,True,False,False,False,False,False,True,0.52686,-0.004777,0.002483,-0.10331,1,0.32741,0,,,
selection,72,0.0,False,2,True,False,False,False,False,False,False,0.5465,0.0034955,0.011389,0.0629,10,0.096827,0,,,
slow selection,72,0.0,False,3,True,True,False,False,False,False,True,0.60959,0.010235,0.0021657,0.23198,11,0.15465,0,,,
planted 0.5,72,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.7636,0.040069,0.011427,0.73657,1,0.99983,0,0.96345,0.90225,0.79907
planted 0.8,72,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.73918,0.037408,0.011542,0.6572,1,0.99783,0,0.8604,0.71991,0.54961
late slow timing,72,0.0,False,2,True,False,False,False,False,False,True,0.592,-0.086515,0.0041588,-0.31072,1,0.20102,0,,,
rotation,72,0.0,False,2,True,False,False,False,False,False,True,0.6963,0.00097297,0.0021864,0.039447,2,0.35169,0,,,
binary rotation,72,0.0,False,2,True,False,False,False,False,False,False,0.67225,-0.0014172,0.0040369,-0.034316,2,0.25467,0,,,
top sector,72,0.0,False,2,True,False,False,False,False,False,True,0.58006,0.0030561,0.0034848,0.031291,1,0.54118,0,,,
near benchmark,72,0.0,False,2,True,False,False,False,False,True,True,0.69853,-0.00054437,0.0010733,-0.047043,2,0.25169,0,,,
timing,73,0.0,False,2,True,False,False,False,False,False,True,0.42964,-0.01771,0.011061,-0.32277,1,0.078786,0,,,
slow timing,73,0.0,False,3,True,True,False,False,False,False,True,0.57022,0.0031032,0.0026043,0.068991,1,0.61926,0,,,
selection,73,0.0,False,4,True,True,True,False,False,True,True,0.60804,0.014207,0.011564,0.25182,10,0.26245,0,,,
slow selection,73,0.0,False,4,True,True,True,False,False,True,False,0.67577,0.022807,0.0026011,0.48444,10,0.31244,0,,,
planted 0.5,73,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.63227,0.017357,0.010862,0.32355,1,0.92594,0,0.44853,0.26484,0.13874
planted 0.8,73,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.7699,0.043017,0.011127,0.76185,1,0.99971,0,0.96939,0.91543,0.82108
late slow timing,73,0.0,False,2,True,False,False,False,False,False,True,0.40772,-0.14799,0.0041444,-0.58019,1,0.052451,0,,,
rotation,73,0.0,False,2,True,False,False,False,False,False,True,0.65122,-0.007065,0.0027431,-0.28361,2,0.069159,0,,,
binary rotation,73,0.0,False,2,True,False,False,False,False,False,True,0.63196,-0.0083856,0.0041262,-0.19465,2,0.10332,0,,,
top sector,73,0.0,False,2,True,False,False,False,False,False,False,0.66802,0.018714,0.0052365,0.17029,2,0.52737,0,,,
near benchmark,73,0.0,False,2,True,False,False,False,False,True,True,0.67791,-0.0038829,0.0010687,-0.29861,2,0.059156,0,,,
timing,74,0.0,False,2,True,False,False,False,False,False,True,0.35195,-0.031829,0.011078,-0.56461,1,0.0031825,0,,,
slow timing,74,0.0,False,7,True,True,True,True,True,True,False,0.64502,0.016608,0.0023902,0.3853,1,0.94236,0,,,
selection,74,0.0,False,4,True,True,True,False,False,True,True,0.60554,0.013972,0.011003,0.24463,10,0.27052,0,,,
slow selection,74,0.0,False,3,True,True,False,False,False,False,False,0.70321,0.026453,0.0023417,0.65038,10,0.81603,0,,,
planted 0.5,74,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.65115,0.021539,0.011168,0.40372,1,0.96139,0,0.53228,0.33751,0.19002
planted 0.8,74,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.8352,0.054572,0.01147,0.99225,1,1,0,0.99779,0.99052,0.97044
late slow timing,74,0.0,False,2,True,False,False,False,False,False,True,0.89002,0.035347,0.0026309,0.19981,1,0.72681,0,,,
rotation,74,0.0,False,3,True,True,False,False,False,False,True,0.715,0.0040659,0.0021371,0.18074,2,0.50893,0,,,
binary rotation,74,0.0,False,2,True,False,False,False,False,False,True,0.65757,-0.0034811,0.003847,-0.080489,2,0.20691,0,,,
top sector,74,0.0,False,2,True,False,False,False,False,False,True,0.57545,-0.0044754,0.0027561,-0.0417,2,0.25173,0,,,
near benchmark,74,0.0,False,2,True,False,False,False,False,True,True,0.67074,-0.0050648,0.001104,-0.36817,2,0.041221,0,,,
timing,75,0.0,False,2,True,False,False,False,False,False,True,0.3804,-0.02621,0.010956,-0.46212,1,0.02704,0,,,
slow timing,75,0.0,False,2,True,False,False,False,False,False,True,0.48726,-0.011435,0.0025713,-0.23164,1,0.16407,0,,,
selection,75,0.0,False,2,True,False,True,False,False,False,True,0.51076,-0.0011576,0.011661,-0.019136,10,0.048795,0,,,
slow selection,75,0.0,False,3,True,True,False,False,False,False,False,0.62417,0.012608,0.0024945,0.30528,10,0.30745,0,,,
planted 0.5,75,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.63974,0.020402,0.011302,0.35303,1,0.93412,0,0.41869,0.24098,0.12311
planted 0.8,75,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.83564,0.053515,0.011168,0.94537,1,0.99993,0,0.98756,0.95984,0.90244
late slow timing,75,0.0,False,2,True,False,False,False,False,False,True,0.76154,-0.0077089,0.0027273,-0.041534,1,0.45963,0,,,
rotation,75,0.0,False,2,True,False,False,False,False,False,True,0.66156,-0.0049404,0.0024017,-0.18482,2,0.11165,0,,,
binary rotation,75,0.0,False,2,True,False,False,False,False,False,True,0.55164,-0.023358,0.0035812,-0.56883,2,0.0062386,0,,,
top sector,75,0.0,False,2,True,False,False,False,False,False,True,0.64346,0.011449,0.0032127,0.10475,2,0.43603,0,,,
near benchmark,75,0.0,False,2,True,False,False,False,False,True,True,0.69219,-0.0015889,0.0011332,-0.13308,2,0.16331,0,,,
timing,76,0.0,False,2,True,False,False,False,False,False,True,0.42112,-0.019129,0.011386,-0.35895,1,0.065678,0,,,
slow timing,76,0.0,False,2,True,False,False,False,False,False,True,0.43715,-0.021292,0.0025472,-0.47165,1,0.025916,0,,,
selection,76,0.0,False,2,True,False,False,False,False,False,False,0.50381,-0.004298,0.011626,-0.074154,10,0.028031,0,,,
slow selection,76,0.0,False,4,True,True,True,False,False,False,True,0.68204,0.023603,0.002552,0.49278,10,0.61761,0,,,
planted 0.5,76,0.013413153777783005,False,4,True,True,True,False,False,True,True,0.59787,0.011758,0.011336,0.22059,1,0.83277,0,0.24161,0.11511,0.048773
planted 0.8,76,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.81243,0.047851,0.010882,0.89336,1,0.99998,0,0.99441,0.9792,0.94294
late slow timing,76,0.0,False,2,True,False,False,False,False,False,True,0.84591,0.026548,0.0032031,0.14059,1,0.64559,0,,,
rotation,76,0.0,False,2,True,False,False,False,False,False,True,0.60284,-0.015033,0.0021703,-0.48072,2,0.015388,0,,,
binary rotation,76,0.0,False,2,True,False,False,False,False,False,True,0.62599,-0.0098044,0.0042134,-0.23798,2,0.08564,0,,,
top sector,76,0.0,False,2,True,False,False,False,False,False,True,0.5849,0.00098332,0.0036808,0.0090057,1,0.51455,0,,,
near benchmark,76,0.0,False,2,True,False,False,False,False,True,True,0.67792,-0.0039595,0.0011432,-0.35134,2,0.050292,0,,,
timing,77,0.0,False,2,True,False,False,False,False,False,True,0.46749,-0.011578,0.010885,-0.22539,1,0.13324,0,,,
slow timing,77,0.0,False,3,True,True,False,False,False,True,True,0.57668,0.0046978,0.0024194,0.10024,1,0.65962,0,,,
selection,77,0.0,False,4,True,True,True,False,False,True,True,0.60362,0.013932,0.011245,0.23916,10,0.13707,0,,,
slow selection,77,0.0,False,4,True,True,True,False,False,False,False,0.66516,0.023345,0.0028019,0.40753,10,0.34324,0,,,
planted 0.5,77,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.66701,0.023991,0.011437,0.41879,1,0.96797,0,0.61199,0.41606,0.25237
planted 0.8,77,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.78136,0.042549,0.010985,0.79671,1,0.99992,0,0.97748,0.93328,0.8506
late slow timing,77,0.0,False,2,True,False,False,False,False,False,True,0.47526,-0.097854,0.003502,-0.45249,1,0.088582,1,,,
rotation,77,0.0,False,2,True,False,False,False,False,False,True,0.64323,-0.0084743,0.0022876,-0.33725,2,0.041613,0,,,
binary rotation,77,0.0,False,2,True,False,False,False,False,False,True,0.61792,-0.010473,0.0041804,-0.2328,2,0.085556,0,,,
top sector,77,0.0,False,2,True,False,False,False,False,False,False,0.37296,-0.035593,0.0029355,-0.29908,1,0.13547,1,,,
near benchmark,77,0.0,False,2,True,False,False,False,False,True,True,0.70336,0.00030958,0.0011302,0.02451,2,0.33469,0,,,
timing,78,0.0,False,2,True,False,True,False,False,False,True,0.51382,-0.0020638,0.01144,-0.035147,1,0.44045,0,,,
slow timing,78,0.0,False,2,True,False,False,False,False,False,True,0.54641,-0.0015038,0.0024785,-0.033164,1,0.4459,0,,,
selection,78,0.0,False,2,True,False,True,False,False,False,True,0.54298,0.0032345,0.011447,0.057476,10,0.07143,0,,,
slow selection,78,0.0,False,4,True,True,True,False,False,True,False,0.65881,0.019558,0.0023128,0.42161,10,0.37801,0,,,
planted 0.5,78,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.73207,0.037526,0.011348,0.63615,1,0.99689,0,0.82649,0.67108,0.49477
planted 0.8,78,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.76497,0.03916,0.011372,0.71693,1,0.99905,0,0.93869,0.85292,0.72423
late slow timing,78,0.0,False,2,True,False,False,False,False,False,True,0.97478,0.045274,0.0043679,0.25311,1,0.78973,0,,,
rotation,78,0.0,False,2,True,False,False,False,False,False,False,0.67265,-0.0028531,0.0023561,-0.10209,2,0.19965,0,,,
binary rotation,78,0.0,False,3,True,True,False,False,False,False,True,0.71878,0.0070053,0.0036814,0.17355,2,0.5384,0,,,
top sector,78,0.0,False,1,False,True,False,False,False,False,True,0.75517,0.039503,0.0023936,0.32346,1,0.85605,1,,,
near benchmark,78,0.0,False,2,True,False,False,False,False,True,True,0.70592,0.00069418,0.0011624,0.058564,2,0.3758,0,,,
timing,79,0.0,False,2,True,False,False,False,False,False,False,0.50112,-0.0051168,0.011047,-0.09562,1,0.34261,0,,,
slow timing,79,0.0,False,2,True,False,False,False,False,False,True,0.47829,-0.014841,0.0023151,-0.33036,1,0.089783,0,,,
selection,79,0.0,False,2,True,False,False,False,False,True,True,0.55641,0.0053462,0.011106,0.092943,10,0.11573,0,,,
slow selection,79,0.0,False,3,True,True,False,False,False,True,False,0.60219,0.0096202,0.0025136,0.19986,10,0.20307,0,,,
planted 0.5,79,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.75496,0.041532,0.011239,0.66335,1,0.99904,0,0.93449,0.84409,0.71031
planted 0.8,79,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.76325,0.046797,0.011276,0.71935,1,0.99992,0,0.96709,0.90733,0.80296
late slow timing,79,0.0,False,2,True,False,False,False,False,False,True,0.54635,-0.056754,0.003618,-0.26855,2,0.094759,0,,,
rotation,79,0.0,False,2,True,False,False,False,False,False,True,0.66167,-0.0049501,0.002528,-0.18649,2,0.11972,0,,,
binary rotation,79,0.0,False,2,True,False,False,False,False,False,True,0.67382,-0.00079737,0.0043036,-0.018947,2,0.27861,0,,,
top sector,79,0.0,False,2,True,False,False,False,False,False,True,0.4196,-0.041499,0.0038548,-0.29431,1,0.19039,0,,,
near benchmark,79,0.0,False,3,True,True,False,False,False,True,True,0.71543,0.0022774,0.0011629,0.18856,1,0.73997,0,,,
timing,80,0.0,False,2,True,False,False,False,False,False,True,0.40502,-0.021977,0.011163,-0.39011,1,0.025835,0,,,
slow timing,80,0.0,False,2,True,False,False,False,False,True,True,0.53976,-0.0022991,0.0024317,-0.047721,1,0.41986,0,,,
selection,80,0.0,False,2,True,False,True,False,False,True,True,0.51766,-0.001342,0.01127,-0.023423,10,0.042009,0,,,
slow selection,80,0.0,False,3,True,True,False,False,False,True,True,0.60074,0.0084634,0.0022148,0.2032,10,0.21888,0,,,
planted 0.5,80,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.81798,0.050608,0.011294,0.95369,1,0.99999,0,0.99558,0.98307,0.95223
planted 0.8,80,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.78073,0.04557,0.011079,0.79122,1,0.99962,0,0.96433,0.90441,0.80296
late slow timing,80,0.0,False,2,True,False,False,False,False,False,True,0.73416,0.0032227,0.0039246,0.014012,2,0.31639,0,,,
rotation,80,0.0,False,2,True,False,False,False,False,False,True,0.60519,-0.014892,0.0023152,-0.53866,2,0.015694,0,,,
binary rotation,80,0.0,False,2,True,False,False,False,False,False,True,0.64892,-0.0056157,0.0030355,-0.13805,2,0.16627,0,,,
top sector,80,0.0,False,2,True,False,False,False,False,False,True,0.47939,-0.02183,0.0036794,-0.18876,1,0.26552,0,,,
near benchmark,80,0.0,False,4,True,True,True,False,False,True,False,0.7254,0.0039483,0.0011554,0.32116,2,0.73904,0,,,
timing,81,0.0,False,4,True,True,True,False,False,True,True,0.58991,0.010917,0.01124,0.19816,1,0.79828,0,,,
slow timing,81,0.0,False,2,True,False,True,False,False,True,True,0.53272,-0.0036266,0.0022546,-0.079295,1,0.37592,0,,,
selection,81,0.0,False,2,True,False,True,False,False,True,False,0.58503,0.010477,0.0112,0.18297,10,0.23224,0,,,
slow selection,81,0.0,False,3,True,True,False,False,False,False,True,0.6577,0.019983,0.0027155,0.39392,10,0.31732,0,,,
planted 0.5,81,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.69349,0.032599,0.011187,0.56182,1,0.99249,0,0.74971,0.57054,0.39098
planted 0.8,81,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.79213,0.047258,0.011197,0.8242,1,0.99977,0,0.97259,0.92186,0.83074
late slow timing,81,0.0,False,2,True,False,False,False,False,False,True,0.80691,0.01069,0.0028445,0.063601,1,0.56925,1,,,
rotation,81,0.0,False,2,True,False,False,False,False,False,True,0.65866,-0.0054324,0.0025805,-0.20023,2,0.11249,0,,,
binary rotation,81,0.0,False,2,True,False,False,False,False,False,True,0.61296,-0.012585,0.0038564,-0.31885,2,0.064906,0,,,
top sector,81,0.0,False,2,True,False,False,False,False,False,True,0.21012,-0.067976,0.0038587,-0.53935,2,0.021649,1,,,
near benchmark,81,0.0,False,2,True,False,False,False,False,True,True,0.67976,-0.0035155,0.001059,-0.241,1,0.23424,0,,,
timing,82,0.0,False,2,True,False,False,False,False,False,True,0.48422,-0.0070512,0.011172,-0.13003,1,0.28243,0,,,
slow timing,82,0.0,False,2,True,False,False,False,False,False,True,0.51136,-0.0081312,0.0022379,-0.17188,1,0.25048,0,,,
selection,82,0.0,False,2,True,False,False,False,False,False,True,0.52742,0.00038771,0.011156,0.0065006,10,0.06127,0,,,
slow selection,82,0.0,False,3,True,True,False,False,False,False,False,0.67437,0.022959,0.0025,0.45413,10,0.3644,0,,,
planted 0.5,82,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.74001,0.03646,0.01087,0.64101,2,0.99074,0,0.85876,0.72058,0.55379
